Date,Sunrise,Sunset
1/11/2013,07:19:04,16:48:24
1/12/2013,07:18:46,16:49:28
1/13/2013,07:18:26,16:50:34
1/14/2013,07:18:04,16:51:40
1/15/2013,07:17:40,16:52:47
1/16/2013,07:17:13,16:53:55
1/17/2013,07:16:45,16:55:04
1/18/2013,07:16:14,16:56:14
1/19/2013,07:15:41,16:57:24
1/20/2013,07:15:06,16:58:35
1/21/2013,07:14:29,16:59:46
1/22/2013,07:13:50,17:00:58
1/23/2013,07:13:09,17:02:10
1/24/2013,07:12:26,17:03:23
1/25/2013,07:11:41,17:04:36
1/26/2013,07:10:54,17:05:49
1/27/2013,07:10:06,17:07:02
1/28/2013,07:09:15,17:08:16
1/29/2013,07:08:23,17:09:30
1/30/2013,07:07:28,17:10:44
1/31/2013,07:06:32,17:11:58
2/1/2013,07:05:35,17:13:13
2/2/2013,07:04:35,17:14:27
2/3/2013,07:03:34,17:15:41
2/4/2013,07:02:32,17:16:56
2/5/2013,07:01:27,17:18:10
2/6/2013,07:00:22,17:19:24
2/7/2013,06:59:14,17:20:38
2/8/2013,06:58:05,17:21:52
2/9/2013,06:56:55,17:23:06
2/10/2013,06:55:43,17:24:19
2/11/2013,06:54:30,17:25:33
2/12/2013,06:53:16,17:26:46
2/13/2013,06:52:00,17:27:59
2/14/2013,06:50:43,17:29:11
2/15/2013,06:49:25,17:30:24
2/16/2013,06:48:06,17:31:36
2/17/2013,06:46:45,17:32:48
2/18/2013,06:45:24,17:34:00
2/19/2013,06:44:01,17:35:11
2/20/2013,06:42:37,17:36:22
2/21/2013,06:41:12,17:37:33
2/22/2013,06:39:46,17:38:43
2/23/2013,06:38:20,17:39:53
2/24/2013,06:36:52,17:41:03
2/25/2013,06:35:24,17:42:13
2/26/2013,06:33:54,17:43:22
2/27/2013,06:32:24,17:44:31
2/28/2013,06:30:53,17:45:40
3/1/2013,06:29:22,17:46:48
3/2/2013,06:27:49,17:47:56
3/3/2013,06:26:16,17:49:04
3/4/2013,06:24:43,17:50:11
3/5/2013,06:23:08,17:51:18
3/6/2013,06:21:33,17:52:25
3/7/2013,06:19:58,17:53:32
3/8/2013,06:18:22,17:54:38
3/9/2013,06:16:46,17:55:44
3/10/2013,06:15:09,17:56:50
3/11/2013,06:13:32,17:57:56
3/12/2013,06:11:55,17:59:01
3/13/2013,06:10:17,18:00:06
3/14/2013,06:08:39,18:01:11
3/15/2013,06:07:00,18:02:16
3/16/2013,06:05:22,18:03:21
3/17/2013,06:03:43,18:04:25
3/18/2013,06:02:04,18:05:29
3/19/2013,06:00:24,18:06:34
3/20/2013,05:58:45,18:07:38
3/21/2013,05:57:06,18:08:41
3/22/2013,05:55:26,18:09:45
3/23/2013,05:53:47,18:10:49
3/24/2013,05:52:07,18:11:52
3/25/2013,05:50:28,18:12:55
3/26/2013,05:48:48,18:13:59
3/27/2013,05:47:09,18:15:02
3/28/2013,05:45:30,18:16:05
3/29/2013,05:43:51,18:17:08
3/30/2013,05:42:12,18:18:11
3/31/2013,05:40:33,18:19:14
4/1/2013,05:38:55,18:20:17
4/2/2013,05:37:16,18:21:20
4/3/2013,05:35:38,18:22:23
4/4/2013,05:34:01,18:23:26
4/5/2013,05:32:24,18:24:29
4/6/2013,05:30:47,18:25:32
4/7/2013,05:29:11,18:26:34
4/8/2013,05:27:35,18:27:37
4/9/2013,05:25:59,18:28:40
4/10/2013,05:24:24,18:29:43
4/11/2013,05:22:50,18:30:46
4/12/2013,05:21:16,18:31:49
4/13/2013,05:19:43,18:32:52
4/14/2013,05:18:10,18:33:55
4/15/2013,05:16:38,18:34:58
4/16/2013,05:15:07,18:36:01
4/17/2013,05:13:37,18:37:04
4/18/2013,05:12:07,18:38:07
4/19/2013,05:10:38,18:39:10
4/20/2013,05:09:10,18:40:13
4/21/2013,05:07:43,18:41:16
4/22/2013,05:06:16,18:42:19
4/23/2013,05:04:51,18:43:22
4/24/2013,05:03:26,18:44:25
4/25/2013,05:02:03,18:45:28
4/26/2013,05:00:40,18:46:31
4/27/2013,04:59:19,18:47:34
4/28/2013,04:57:58,18:48:36
4/29/2013,04:56:39,18:49:39
4/30/2013,04:55:21,18:50:42
5/1/2013,04:54:04,18:51:44
5/2/2013,04:52:48,18:52:46
5/3/2013,04:51:33,18:53:48
5/4/2013,04:50:20,18:54:50
5/5/2013,04:49:08,18:55:52
5/6/2013,04:47:57,18:56:53
5/7/2013,04:46:48,18:57:55
5/8/2013,04:45:40,18:58:56
5/9/2013,04:44:34,18:59:56
5/10/2013,04:43:29,19:00:57
5/11/2013,04:42:25,19:01:57
5/12/2013,04:41:23,19:02:56
5/13/2013,04:40:23,19:03:55
5/14/2013,04:39:24,19:04:54
5/15/2013,04:38:26,19:05:52
5/16/2013,04:37:31,19:06:50
5/17/2013,04:36:36,19:07:47
5/18/2013,04:35:44,19:08:44
5/19/2013,04:34:53,19:09:40
5/20/2013,04:34:04,19:10:35
5/21/2013,04:33:17,19:11:29
5/22/2013,04:32:32,19:12:23
5/23/2013,04:31:48,19:13:16
5/24/2013,04:31:06,19:14:08
5/25/2013,04:30:26,19:15:00
5/26/2013,04:29:48,19:15:50
5/27/2013,04:29:12,19:16:39
5/28/2013,04:28:38,19:17:28
5/29/2013,04:28:05,19:18:15
5/30/2013,04:27:35,19:19:02
5/31/2013,04:27:06,19:19:47
6/1/2013,04:26:40,19:20:31
6/2/2013,04:26:15,19:21:14
6/3/2013,04:25:53,19:21:55
6/4/2013,04:25:32,19:22:35
6/5/2013,04:25:13,19:23:14
6/6/2013,04:24:56,19:23:52
6/7/2013,04:24:42,19:24:28
6/8/2013,04:24:29,19:25:02
6/9/2013,04:24:18,19:25:36
6/10/2013,04:24:10,19:26:07
6/11/2013,04:24:03,19:26:37
6/12/2013,04:23:58,19:27:06
6/13/2013,04:23:55,19:27:32
6/14/2013,04:23:54,19:27:57
6/15/2013,04:23:56,19:28:21
6/16/2013,04:23:59,19:28:42
6/17/2013,04:24:04,19:29:02
6/18/2013,04:24:10,19:29:20
6/19/2013,04:24:19,19:29:37
6/20/2013,04:24:30,19:29:51
6/21/2013,04:24:42,19:30:03
6/22/2013,04:24:57,19:30:14
6/23/2013,04:25:13,19:30:22
6/24/2013,04:25:31,19:30:29
6/25/2013,04:25:50,19:30:34
6/26/2013,04:26:11,19:30:37
6/27/2013,04:26:34,19:30:37
6/28/2013,04:26:59,19:30:36
6/29/2013,04:27:25,19:30:33
6/30/2013,04:27:53,19:30:27
7/1/2013,04:28:23,19:30:20
7/2/2013,04:28:53,19:30:11
7/3/2013,04:29:26,19:29:59
7/4/2013,04:29:59,19:29:46
7/5/2013,04:30:35,19:29:31
7/6/2013,04:31:11,19:29:13
7/7/2013,04:31:49,19:28:54
7/8/2013,04:32:28,19:28:32
7/9/2013,04:33:08,19:28:09
7/10/2013,04:33:50,19:27:43
7/11/2013,04:34:32,19:27:15
7/12/2013,04:35:16,19:26:46
7/13/2013,04:36:01,19:26:14
7/14/2013,04:36:46,19:25:41
7/15/2013,04:37:33,19:25:06
7/16/2013,04:38:21,19:24:28
7/17/2013,04:39:09,19:23:49
7/18/2013,04:39:58,19:23:08
7/19/2013,04:40:49,19:22:25
7/20/2013,04:41:39,19:21:40
7/21/2013,04:42:31,19:20:54
7/22/2013,04:43:23,19:20:05
7/23/2013,04:44:16,19:19:15
7/24/2013,04:45:10,19:18:23
7/25/2013,04:46:04,19:17:29
7/26/2013,04:46:58,19:16:34
7/27/2013,04:47:53,19:15:37
7/28/2013,04:48:49,19:14:38
7/29/2013,04:49:45,19:13:38
7/30/2013,04:50:41,19:12:36
7/31/2013,04:51:38,19:11:33
8/1/2013,04:52:35,19:10:28
8/2/2013,04:53:32,19:09:21
8/3/2013,04:54:30,19:08:13
8/4/2013,04:55:28,19:07:04
8/5/2013,04:56:26,19:05:53
8/6/2013,04:57:24,19:04:41
8/7/2013,04:58:23,19:03:28
8/8/2013,04:59:21,19:02:13
8/9/2013,05:00:20,19:00:57
8/10/2013,05:01:19,18:59:40
8/11/2013,05:02:18,18:58:21
8/12/2013,05:03:17,18:57:02
8/13/2013,05:04:16,18:55:41
8/14/2013,05:05:15,18:54:19
8/15/2013,05:06:14,18:52:56
8/16/2013,05:07:13,18:51:32
8/17/2013,05:08:12,18:50:07
8/18/2013,05:09:12,18:48:41
8/19/2013,05:10:11,18:47:14
8/20/2013,05:11:10,18:45:46
8/21/2013,05:12:09,18:44:17
8/22/2013,05:13:08,18:42:47
8/23/2013,05:14:07,18:41:17
8/24/2013,05:15:06,18:39:45
8/25/2013,05:16:05,18:38:13
8/26/2013,05:17:04,18:36:40
8/27/2013,05:18:03,18:35:07
8/28/2013,05:19:02,18:33:33
8/29/2013,05:20:01,18:31:58
8/30/2013,05:21:00,18:30:22
8/31/2013,05:21:58,18:28:46
9/1/2013,05:22:57,18:27:10
9/2/2013,05:23:56,18:25:32
9/3/2013,05:24:54,18:23:55
9/4/2013,05:25:53,18:22:17
9/5/2013,05:26:51,18:20:38
9/6/2013,05:27:50,18:18:59
9/7/2013,05:28:48,18:17:20
9/8/2013,05:29:47,18:15:40
9/9/2013,05:30:45,18:14:00
9/10/2013,05:31:44,18:12:20
9/11/2013,05:32:42,18:10:39
9/12/2013,05:33:41,18:08:59
9/13/2013,05:34:39,18:07:18
9/14/2013,05:35:38,18:05:37
9/15/2013,05:36:37,18:03:55
9/16/2013,05:37:36,18:02:14
9/17/2013,05:38:34,18:00:32
9/18/2013,05:39:33,17:58:51
9/19/2013,05:40:32,17:57:09
9/20/2013,05:41:31,17:55:28
9/21/2013,05:42:30,17:53:46
9/22/2013,05:43:30,17:52:05
9/23/2013,05:44:29,17:50:23
9/24/2013,05:45:29,17:48:42
9/25/2013,05:46:28,17:47:01
9/26/2013,05:47:28,17:45:20
9/27/2013,05:48:28,17:43:39
9/28/2013,05:49:29,17:41:59
9/29/2013,05:50:29,17:40:19
9/30/2013,05:51:30,17:38:39
10/1/2013,05:52:31,17:36:59
10/2/2013,05:53:32,17:35:20
10/3/2013,05:54:33,17:33:41
10/4/2013,05:55:35,17:32:03
10/5/2013,05:56:36,17:30:25
10/6/2013,05:57:39,17:28:47
10/7/2013,05:58:41,17:27:10
10/8/2013,05:59:44,17:25:34
10/9/2013,06:00:47,17:23:58
10/10/2013,06:01:50,17:22:23
10/11/2013,06:02:53,17:20:48
10/12/2013,06:03:57,17:19:14
10/13/2013,06:05:01,17:17:41
10/14/2013,06:06:06,17:16:09
10/15/2013,06:07:11,17:14:37
10/16/2013,06:08:16,17:13:06
10/17/2013,06:09:21,17:11:36
10/18/2013,06:10:27,17:10:07
10/19/2013,06:11:33,17:08:39
10/20/2013,06:12:40,17:07:12
10/21/2013,06:13:47,17:05:46
10/22/2013,06:14:54,17:04:21
10/23/2013,06:16:01,17:02:56
10/24/2013,06:17:09,17:01:33
10/25/2013,06:18:17,17:00:12
10/26/2013,06:19:26,16:58:51
10/27/2013,06:20:34,16:57:32
10/28/2013,06:21:43,16:56:13
10/29/2013,06:22:53,16:54:56
10/30/2013,06:24:02,16:53:41
10/31/2013,06:25:12,16:52:27
11/1/2013,06:26:22,16:51:14
11/2/2013,06:27:32,16:50:02
11/3/2013,06:28:43,16:48:52
11/4/2013,06:29:53,16:47:44
11/5/2013,06:31:04,16:46:37
11/6/2013,06:32:15,16:45:32
11/7/2013,06:33:26,16:44:28
11/8/2013,06:34:37,16:43:26
11/9/2013,06:35:48,16:42:25
11/10/2013,06:36:59,16:41:27
11/11/2013,06:38:10,16:40:30
11/12/2013,06:39:21,16:39:34
11/13/2013,06:40:32,16:38:41
11/14/2013,06:41:43,16:37:49
11/15/2013,06:42:54,16:37:00
11/16/2013,06:44:04,16:36:12
11/17/2013,06:45:14,16:35:26
11/18/2013,06:46:24,16:34:43
11/19/2013,06:47:34,16:34:01
11/20/2013,06:48:43,16:33:21
11/21/2013,06:49:52,16:32:43
11/22/2013,06:51:00,16:32:08
11/23/2013,06:52:08,16:31:34
11/24/2013,06:53:15,16:31:03
11/25/2013,06:54:22,16:30:33
11/26/2013,06:55:28,16:30:06
11/27/2013,06:56:33,16:29:41
11/28/2013,06:57:37,16:29:19
11/29/2013,06:58:41,16:28:58
11/30/2013,06:59:43,16:28:40
12/1/2013,07:00:45,16:28:24
12/2/2013,07:01:46,16:28:11
12/3/2013,07:02:45,16:27:59
12/4/2013,07:03:44,16:27:50
12/5/2013,07:04:41,16:27:43
12/6/2013,07:05:37,16:27:39
12/7/2013,07:06:32,16:27:37
12/8/2013,07:07:25,16:27:37
12/9/2013,07:08:17,16:27:39
12/10/2013,07:09:07,16:27:44
12/11/2013,07:09:56,16:27:51
12/12/2013,07:10:44,16:28:00
12/13/2013,07:11:29,16:28:12
12/14/2013,07:12:13,16:28:26
12/15/2013,07:12:56,16:28:42
12/16/2013,07:13:36,16:29:00
12/17/2013,07:14:15,16:29:21
12/18/2013,07:14:52,16:29:43
12/19/2013,07:15:27,16:30:08
12/20/2013,07:16:00,16:30:35
12/21/2013,07:16:31,16:31:04
12/22/2013,07:17:01,16:31:35
12/23/2013,07:17:28,16:32:09
12/24/2013,07:17:53,16:32:44
12/25/2013,07:18:16,16:33:21
12/26/2013,07:18:37,16:34:00
12/27/2013,07:18:55,16:34:41
12/28/2013,07:19:12,16:35:24
12/29/2013,07:19:26,16:36:08
12/30/2013,07:19:38,16:36:55
12/31/2013,07:19:48,16:37:43
1/1/2014,07:19:56,16:38:32
1/2/2014,07:20:01,16:39:24
1/3/2014,07:20:04,16:40:17
1/4/2014,07:20:05,16:41:11
1/5/2014,07:20:04,16:42:07
1/6/2014,07:20:00,16:43:04
1/7/2014,07:19:54,16:44:02
1/8/2014,07:19:46,16:45:02
1/9/2014,07:19:35,16:46:03
1/10/2014,07:19:23,16:47:05
1/11/2014,07:19:08,16:48:08
1/12/2014,07:18:51,16:49:12
1/13/2014,07:18:31,16:50:18
1/14/2014,07:18:10,16:51:24
1/15/2014,07:17:46,16:52:31
1/16/2014,07:17:20,16:53:39
1/17/2014,07:16:52,16:54:47
1/18/2014,07:16:21,16:55:57
1/19/2014,07:15:49,16:57:07
1/20/2014,07:15:15,16:58:17
1/21/2014,07:14:38,16:59:29
1/22/2014,07:14:00,17:00:40
1/23/2014,07:13:19,17:01:52
1/24/2014,07:12:37,17:03:05
1/25/2014,07:11:52,17:04:18
1/26/2014,07:11:06,17:05:31
1/27/2014,07:10:18,17:06:44
1/28/2014,07:09:27,17:07:58
1/29/2014,07:08:35,17:09:12
1/30/2014,07:07:42,17:10:26
1/31/2014,07:06:46,17:11:40
2/1/2014,07:05:49,17:12:55
2/2/2014,07:04:50,17:14:09
2/3/2014,07:03:49,17:15:23
2/4/2014,07:02:47,17:16:37
2/5/2014,07:01:43,17:17:52
2/6/2014,07:00:37,17:19:06
2/7/2014,06:59:31,17:20:20
2/8/2014,06:58:22,17:21:34
2/9/2014,06:57:12,17:22:48
2/10/2014,06:56:01,17:24:01
2/11/2014,06:54:48,17:25:15
2/12/2014,06:53:34,17:26:28
2/13/2014,06:52:19,17:27:41
2/14/2014,06:51:02,17:28:54
2/15/2014,06:49:44,17:30:06
2/16/2014,06:48:25,17:31:18
2/17/2014,06:47:05,17:32:30
2/18/2014,06:45:43,17:33:42
2/19/2014,06:44:21,17:34:54
2/20/2014,06:42:57,17:36:05
2/21/2014,06:41:33,17:37:16
2/22/2014,06:40:07,17:38:26
2/23/2014,06:38:41,17:39:36
2/24/2014,06:37:13,17:40:46
2/25/2014,06:35:45,17:41:56
2/26/2014,06:34:16,17:43:05
2/27/2014,06:32:46,17:44:14
2/28/2014,06:31:15,17:45:23
3/1/2014,06:29:44,17:46:31
3/2/2014,06:28:12,17:47:39
3/3/2014,06:26:39,17:48:47
3/4/2014,06:25:05,17:49:55
3/5/2014,06:23:31,17:51:02
3/6/2014,06:21:56,17:52:09
3/7/2014,06:20:21,17:53:16
3/8/2014,06:18:46,17:54:22
3/9/2014,06:17:09,17:55:28
3/10/2014,06:15:33,17:56:34
3/11/2014,06:13:56,17:57:40
3/12/2014,06:12:18,17:58:45
3/13/2014,06:10:41,17:59:50
3/14/2014,06:09:02,18:00:56
3/15/2014,06:07:24,18:02:00
3/16/2014,06:05:45,18:03:05
3/17/2014,06:04:07,18:04:09
3/18/2014,06:02:28,18:05:14
3/19/2014,06:00:48,18:06:18
3/20/2014,05:59:09,18:07:22
3/21/2014,05:57:30,18:08:26
3/22/2014,05:55:50,18:09:29
3/23/2014,05:54:11,18:10:33
3/24/2014,05:52:31,18:11:37
3/25/2014,05:50:52,18:12:40
3/26/2014,05:49:12,18:13:43
3/27/2014,05:47:33,18:14:46
3/28/2014,05:45:54,18:15:50
3/29/2014,05:44:15,18:16:53
3/30/2014,05:42:36,18:17:56
3/31/2014,05:40:57,18:18:59
4/1/2014,05:39:18,18:20:02
4/2/2014,05:37:40,18:21:05
4/3/2014,05:36:02,18:22:08
4/4/2014,05:34:25,18:23:10
4/5/2014,05:32:47,18:24:13
4/6/2014,05:31:11,18:25:16
4/7/2014,05:29:34,18:26:19
4/8/2014,05:27:58,18:27:22
4/9/2014,05:26:22,18:28:25
4/10/2014,05:24:47,18:29:28
4/11/2014,05:23:13,18:30:31
4/12/2014,05:21:39,18:31:34
4/13/2014,05:20:06,18:32:37
4/14/2014,05:18:33,18:33:39
4/15/2014,05:17:01,18:34:42
4/16/2014,05:15:29,18:35:45
4/17/2014,05:13:59,18:36:48
4/18/2014,05:12:29,18:37:52
4/19/2014,05:11:00,18:38:55
4/20/2014,05:09:31,18:39:58
4/21/2014,05:08:04,18:41:01
4/22/2014,05:06:37,18:42:04
4/23/2014,05:05:12,18:43:07
4/24/2014,05:03:47,18:44:10
4/25/2014,05:02:23,18:45:13
4/26/2014,05:01:00,18:46:15
4/27/2014,04:59:39,18:47:18
4/28/2014,04:58:18,18:48:21
4/29/2014,04:56:58,18:49:24
4/30/2014,04:55:40,18:50:26
5/1/2014,04:54:23,18:51:29
5/2/2014,04:53:06,18:52:31
5/3/2014,04:51:52,18:53:33
5/4/2014,04:50:38,18:54:35
5/5/2014,04:49:26,18:55:37
5/6/2014,04:48:15,18:56:39
5/7/2014,04:47:05,18:57:40
5/8/2014,04:45:57,18:58:41
5/9/2014,04:44:50,18:59:42
5/10/2014,04:43:45,19:00:42
5/11/2014,04:42:41,19:01:42
5/12/2014,04:41:38,19:02:42
5/13/2014,04:40:37,19:03:41
5/14/2014,04:39:38,19:04:40
5/15/2014,04:38:40,19:05:38
5/16/2014,04:37:44,19:06:36
5/17/2014,04:36:50,19:07:33
5/18/2014,04:35:57,19:08:30
5/19/2014,04:35:06,19:09:26
5/20/2014,04:34:16,19:10:21
5/21/2014,04:33:29,19:11:16
5/22/2014,04:32:43,19:12:10
5/23/2014,04:31:59,19:13:03
5/24/2014,04:31:17,19:13:56
5/25/2014,04:30:36,19:14:47
5/26/2014,04:29:58,19:15:38
5/27/2014,04:29:21,19:16:27
5/28/2014,04:28:46,19:17:16
5/29/2014,04:28:13,19:18:04
5/30/2014,04:27:42,19:18:50
5/31/2014,04:27:13,19:19:36
6/1/2014,04:26:46,19:20:20
6/2/2014,04:26:21,19:21:03
6/3/2014,04:25:58,19:21:45
6/4/2014,04:25:37,19:22:26
6/5/2014,04:25:18,19:23:05
6/6/2014,04:25:01,19:23:43
6/7/2014,04:24:45,19:24:19
6/8/2014,04:24:32,19:24:54
6/9/2014,04:24:21,19:25:28
6/10/2014,04:24:12,19:26:00
6/11/2014,04:24:05,19:26:30
6/12/2014,04:23:59,19:26:59
6/13/2014,04:23:56,19:27:26
6/14/2014,04:23:55,19:27:52
6/15/2014,04:23:55,19:28:15
6/16/2014,04:23:58,19:28:37
6/17/2014,04:24:03,19:28:58
6/18/2014,04:24:09,19:29:16
6/19/2014,04:24:17,19:29:33
6/20/2014,04:24:27,19:29:48
6/21/2014,04:24:39,19:30:00
6/22/2014,04:24:53,19:30:11
6/23/2014,04:25:09,19:30:21
6/24/2014,04:25:26,19:30:28
6/25/2014,04:25:46,19:30:33
6/26/2014,04:26:06,19:30:36
6/27/2014,04:26:29,19:30:37
6/28/2014,04:26:53,19:30:37
6/29/2014,04:27:19,19:30:34
6/30/2014,04:27:47,19:30:29
7/1/2014,04:28:16,19:30:22
7/2/2014,04:28:46,19:30:13
7/3/2014,04:29:18,19:30:02
7/4/2014,04:29:51,19:29:49
7/5/2014,04:30:26,19:29:35
7/6/2014,04:31:02,19:29:18
7/7/2014,04:31:40,19:28:59
7/8/2014,04:32:19,19:28:37
7/9/2014,04:32:59,19:28:14
7/10/2014,04:33:40,19:27:49
7/11/2014,04:34:22,19:27:22
7/12/2014,04:35:05,19:26:53
7/13/2014,04:35:50,19:26:22
7/14/2014,04:36:35,19:25:49
7/15/2014,04:37:22,19:25:14
7/16/2014,04:38:09,19:24:37
7/17/2014,04:38:57,19:23:59
7/18/2014,04:39:47,19:23:18
7/19/2014,04:40:37,19:22:36
7/20/2014,04:41:27,19:21:51
7/21/2014,04:42:19,19:21:05
7/22/2014,04:43:11,19:20:17
7/23/2014,04:44:03,19:19:27
7/24/2014,04:44:57,19:18:36
7/25/2014,04:45:51,19:17:42
7/26/2014,04:46:45,19:16:48
7/27/2014,04:47:40,19:15:51
7/28/2014,04:48:36,19:14:53
7/29/2014,04:49:31,19:13:53
7/30/2014,04:50:28,19:12:51
7/31/2014,04:51:24,19:11:48
8/1/2014,04:52:21,19:10:44
8/2/2014,04:53:19,19:09:38
8/3/2014,04:54:16,19:08:30
8/4/2014,04:55:14,19:07:21
8/5/2014,04:56:12,19:06:11
8/6/2014,04:57:10,19:04:59
8/7/2014,04:58:09,19:03:46
8/8/2014,04:59:07,19:02:31
8/9/2014,05:00:06,19:01:16
8/10/2014,05:01:05,18:59:59
8/11/2014,05:02:03,18:58:40
8/12/2014,05:03:02,18:57:21
8/13/2014,05:04:02,18:56:00
8/14/2014,05:05:01,18:54:39
8/15/2014,05:06:00,18:53:16
8/16/2014,05:06:59,18:51:52
8/17/2014,05:07:58,18:50:27
8/18/2014,05:08:57,18:49:02
8/19/2014,05:09:56,18:47:35
8/20/2014,05:10:56,18:46:07
8/21/2014,05:11:55,18:44:38
8/22/2014,05:12:54,18:43:09
8/23/2014,05:13:53,18:41:39
8/24/2014,05:14:52,18:40:08
8/25/2014,05:15:51,18:38:36
8/26/2014,05:16:50,18:37:03
8/27/2014,05:17:49,18:35:30
8/28/2014,05:18:48,18:33:56
8/29/2014,05:19:47,18:32:21
8/30/2014,05:20:45,18:30:45
8/31/2014,05:21:44,18:29:10
9/1/2014,05:22:43,18:27:33
9/2/2014,05:23:41,18:25:56
9/3/2014,05:24:40,18:24:19
9/4/2014,05:25:39,18:22:41
9/5/2014,05:26:37,18:21:02
9/6/2014,05:27:36,18:19:23
9/7/2014,05:28:34,18:17:44
9/8/2014,05:29:33,18:16:05
9/9/2014,05:30:31,18:14:25
9/10/2014,05:31:30,18:12:44
9/11/2014,05:32:28,18:11:04
9/12/2014,05:33:27,18:09:23
9/13/2014,05:34:25,18:07:42
9/14/2014,05:35:24,18:06:01
9/15/2014,05:36:23,18:04:20
9/16/2014,05:37:21,18:02:39
9/17/2014,05:38:20,18:00:57
9/18/2014,05:39:19,17:59:16
9/19/2014,05:40:18,17:57:34
9/20/2014,05:41:17,17:55:53
9/21/2014,05:42:16,17:54:11
9/22/2014,05:43:15,17:52:29
9/23/2014,05:44:15,17:50:48
9/24/2014,05:45:14,17:49:07
9/25/2014,05:46:14,17:47:26
9/26/2014,05:47:14,17:45:45
9/27/2014,05:48:14,17:44:04
9/28/2014,05:49:14,17:42:23
9/29/2014,05:50:14,17:40:43
9/30/2014,05:51:15,17:39:03
10/1/2014,05:52:16,17:37:23
10/2/2014,05:53:17,17:35:44
10/3/2014,05:54:18,17:34:05
10/4/2014,05:55:20,17:32:26
10/5/2014,05:56:21,17:30:48
10/6/2014,05:57:23,17:29:11
10/7/2014,05:58:26,17:27:34
10/8/2014,05:59:28,17:25:57
10/9/2014,06:00:31,17:24:21
10/10/2014,06:01:34,17:22:46
10/11/2014,06:02:38,17:21:11
10/12/2014,06:03:42,17:19:37
10/13/2014,06:04:46,17:18:04
10/14/2014,06:05:50,17:16:31
10/15/2014,06:06:55,17:14:59
10/16/2014,06:08:00,17:13:28
10/17/2014,06:09:05,17:11:58
10/18/2014,06:10:11,17:10:29
10/19/2014,06:11:17,17:09:00
10/20/2014,06:12:24,17:07:33
10/21/2014,06:13:30,17:06:07
10/22/2014,06:14:37,17:04:41
10/23/2014,06:15:45,17:03:17
10/24/2014,06:16:53,17:01:54
10/25/2014,06:18:01,17:00:32
10/26/2014,06:19:09,16:59:11
10/27/2014,06:20:18,16:57:51
10/28/2014,06:21:26,16:56:32
10/29/2014,06:22:36,16:55:15
10/30/2014,06:23:45,16:53:59
10/31/2014,06:24:55,16:52:45
11/1/2014,06:26:05,16:51:31
11/2/2014,06:27:15,16:50:20
11/3/2014,06:28:25,16:49:09
11/4/2014,06:29:36,16:48:00
11/5/2014,06:30:47,16:46:53
11/6/2014,06:31:57,16:45:47
11/7/2014,06:33:08,16:44:43
11/8/2014,06:34:19,16:43:41
11/9/2014,06:35:31,16:42:40
11/10/2014,06:36:42,16:41:41
11/11/2014,06:37:53,16:40:43
11/12/2014,06:39:04,16:39:48
11/13/2014,06:40:15,16:38:54
11/14/2014,06:41:26,16:38:02
11/15/2014,06:42:36,16:37:12
11/16/2014,06:43:47,16:36:24
11/17/2014,06:44:57,16:35:37
11/18/2014,06:46:07,16:34:53
11/19/2014,06:47:17,16:34:11
11/20/2014,06:48:26,16:33:31
11/21/2014,06:49:35,16:32:52
11/22/2014,06:50:44,16:32:16
11/23/2014,06:51:51,16:31:42
11/24/2014,06:52:59,16:31:10
11/25/2014,06:54:06,16:30:40
11/26/2014,06:55:12,16:30:13
11/27/2014,06:56:17,16:29:47
11/28/2014,06:57:21,16:29:24
11/29/2014,06:58:25,16:29:03
11/30/2014,06:59:28,16:28:44
12/1/2014,07:00:30,16:28:28
12/2/2014,07:01:31,16:28:14
12/3/2014,07:02:31,16:28:02
12/4/2014,07:03:29,16:27:52
12/5/2014,07:04:27,16:27:45
12/6/2014,07:05:23,16:27:40
12/7/2014,07:06:18,16:27:37
12/8/2014,07:07:12,16:27:37
12/9/2014,07:08:04,16:27:38
12/10/2014,07:08:55,16:27:43
12/11/2014,07:09:44,16:27:49
12/12/2014,07:10:32,16:27:58
12/13/2014,07:11:18,16:28:09
12/14/2014,07:12:03,16:28:22
12/15/2014,07:12:45,16:28:38
12/16/2014,07:13:26,16:28:55
12/17/2014,07:14:06,16:29:15
12/18/2014,07:14:43,16:29:38
12/19/2014,07:15:19,16:30:02
12/20/2014,07:15:52,16:30:28
12/21/2014,07:16:24,16:30:57
12/22/2014,07:16:53,16:31:28
12/23/2014,07:17:21,16:32:00
12/24/2014,07:17:47,16:32:35
12/25/2014,07:18:10,16:33:12
12/26/2014,07:18:31,16:33:50
12/27/2014,07:18:51,16:34:31
12/28/2014,07:19:08,16:35:13
12/29/2014,07:19:22,16:35:57
12/30/2014,07:19:35,16:36:43
12/31/2014,07:19:46,16:37:31
1/1/2015,07:19:54,16:38:20
1/2/2015,07:20:00,16:39:11
1/3/2015,07:20:03,16:40:04
1/4/2015,07:20:05,16:40:57
1/5/2015,07:20:04,16:41:53
1/6/2015,07:20:01,16:42:50
1/7/2015,07:19:55,16:43:48
1/8/2015,07:19:48,16:44:47
1/9/2015,07:19:38,16:45:48
1/10/2015,07:19:26,16:46:50
1/11/2015,07:19:11,16:47:53
1/12/2015,07:18:55,16:48:57
1/13/2015,07:18:36,16:50:02
1/14/2015,07:18:15,16:51:08
1/15/2015,07:17:52,16:52:14
1/16/2015,07:17:26,16:53:22
